0,What category of tire is the Dueler A/T Revo 3?,All-Terrain,Max Traction,Touring,Performance
0,The Dueler A/T Revo 3 is designed for which vehicles?,Light trucks and SUVs,Commercial trucks and SUVs,Light trucks and CUVs,Passenger cars and CUVs
0,The Dueler A/T Revo 3 is which type of tire?,All-season,Summer,Winter,Fall
1,True or False: The Dueler A/T Revo 3 is a Max Traction tire.,FALSE,TRUE,,
1,True or False: The Dueler A/T Revo 3 has 60% more see-through void to improve hydroplaning resistance.,TRUE,FALSE,,
0,What is the limited treadwear warranty on the Dueler A/T Revo 3 (P-Metric sizes only)?,"60,000 miles/100,000 kms","40,000 miles/65,000 kms","50,000 miles/80,000 kms","55,000 miles/90,000 kms"
0,Which technology in the Dueler A/T Revo 3 helps reduce the risk of hydroplaning?,Open Shoulder Slots,Traction Claw Technology ,3D Sub-Surface Grooves,Saw Tooth Grooves
0,Which feature in the Dueler A/T Revo 3 provides increased snow traction?,Traction Claw Technology ,3D Sub-Surface Grooves,Open Shoulder Slots,3D Steps
0,Which technology in the Dueler A/T Revo 3 improves off-road handling?,All are correct,Traction Claw Technology ,3D Sub-Surface Grooves,Staggered Shoulder Lugs 
0,Which technology in the Dueler A/T Revo 3 provides additional grip in off-road and snow conditions?,Traction Claw Technology ,Groove Stepping,3D Sub-Surface Grooves,Open Shoulder Slots
0,Which technology in the Dueler A/T Revo 3 adds extra biting edges in the shoulders?,Staggered Shoulder Lugs,Traction Claw Technology ,3D Sub-Surface Grooves,Open Shoulder Slots
0,Which of these is NOT a feature of the Dueler A/T Revo 3?,Pinned for studs ,"Up to 60,000-mile/100,000 km limited treadwear warranty",All-season performance,"Quiet, comfortable ride"
1,True or False: The Dueler A/T Revo 3 is a Light Truck All Terrain tire.,TRUE,FALSE,,
1,True or False: The Dueler A/T Revo 3 is an on- and off-road Touring tire.,FALSE,TRUE,,
1,"True or False: The Dueler A/T Revo 3 is Bridgestone’s top-of-the-line all-terrain tire.",TRUE,FALSE,,
1,"True or False: The Dueler A/T Revo 3 has a 40,000-mile/65,000 km limited treadwear warranty.",FALSE,TRUE,,
1,True or False: The Dueler A/T Revo 3 has a treadwear warranty 20% longer than the tire it replaced.,TRUE,FALSE,,
1,"True or False: The Dueler A/T Revo 3 is backed by Bridgestone’s Platinum Pact Limited Warranty and 90 Day Buy & Try Guarantee.",TRUE,FALSE,,
1,"True or False: The Dueler A/T Revo 3 has a 50,000-mile/80,000 km limited treadwear warranty for P-Metric sizes.",FALSE,TRUE,,
1,True or False: The Dueler A/T Revo 3 is a Winter tire.,FALSE,TRUE,,
